time_seconds,chicken_id,x,y,direction,invisible,frame
1,16,595.4342704823476,413.88166210248016,0.3316125578789227,0,30
1,17,696.2983611601367,326.90775984241986,4.78220215046448,0,30
1,18,1046.3551663069074,327.8097511042729,1.2566370614359186,0,30
1,19,1088.216720878297,522.3585591413739,0.31415926535897937,0,30
1,20,863.0747407206862,652.9538953043809,3.07177948351001,0,30
1,21,714.3799185110582,503.84858773570005,0.7155849933176757,0,30
1,22,1283.0260797373999,546.3189131704045,0.13962634015954636,0,30
1,23,1525.9031306269526,583.9002130598683,2.3387411976724,0,30
1,24,1598.5805015935468,720.7433548397626,1.3089969389957485,0,30
1,25,1420.179606128881,838.2442160834512,1.9198621771937647,0,30
1,26,1487.1780821917807,1192.4383561643838,0.0,0,30
1,27,905.3058033621853,1380.157192676048,3.525565089028577,0,30
1,28,795.1385076621559,1362.940784264308,3.3335788713092027,0,30
1,29,677.5115813419891,1360.4222951178333,3.6128315516282923,0,30
1,30,616.0237597111961,1255.626976614392,4.031710572106927,0,30
11,16,603.8927138140534,415.38970395156144,0.2617993877991494,0,330
11,17,698.951448351824,352.45341245136615,4.764748857944537,0,330
11,18,1046.3551663069074,327.8097511042729,1.2566370614359186,0,330
11,19,1108.6180014202573,577.2370301620614,0.9773843811168255,0,330
11,20,1081.8887437777876,1064.1918150197764,3.071779483509964,0,330
11,21,716.4347130316062,507.27324526994653,0.7155849933176757,0,330
11,22,1275.6511239812855,553.0560568261158,6.178465552059928,0,330
11,23,1523.8483361064048,581.160487032471,2.3387411976724,0,330
11,24,1598.5805015935468,720.7433548397626,1.3089969389957485,0,330
11,25,1428.958904109589,851.3424657534248,1.9198621771937647,0,330
11,26,1485.8082191780823,1217.7808219178085,0.0,0,330
11,27,904.731975628371,1382.1876667916204,3.560471674068463,0,330
11,28,795.1385076621559,1362.940784264308,3.3335788713092027,0,330
11,29,679.9730984637953,1358.5955270589839,3.6651914291881216,0,330
11,30,615.2302168813696,1258.4823549080736,3.8746309394274387,0,330
21,16,674.4188223161146,685.8270802868027,2.1118483949131397,0,630
21,17,1030.7967211964062,915.9880436878856,3.001966313430284,0,630
21,18,1044.0620534845616,324.06326578224036,1.2391837689159753,0,630
21,19,1097.8980179375085,550.3071625446462,0.7679448708775056,0,630
21,20,1059.693875302616,1269.5456952727832,3.5779249665883137,0,630
21,21,716.4347130316062,507.27324526994653,0.7155849933176757,0,630
21,22,1290.9893359673608,547.8637754046546,0.24434609527920612,0,630
21,23,1524.5332676132539,581.8454185393203,2.3387411976724,0,630
21,24,1598.5805015935468,720.7433548397626,1.3089969389957485,0,630
21,25,1428.958904109589,851.3424657534248,1.9198621771937647,0,630
21,26,1465.0695949149715,1254.5507415826726,0.4363323129985826,0,630
21,27,906.1920134998575,1380.968374682228,3.560471674068463,0,630
21,28,792.0405847478421,1367.8351614695612,3.4906585039886906,0,630
21,29,679.9730984637953,1358.5955270589839,3.6651914291881216,0,630
21,30,616.5505840190565,1257.5745815123773,3.8571776469074956,0,630
