time_seconds,chicken_id,x,y,direction,invisible,frame
1,1,831.7219695410834,789.5226918281892,3.611086222376252,0,30
1,2,1263.082357124897,880.1614732694416,0.13962634015954636,0,30
1,3,1424.0039035515927,424.2420031774932,0.3316125578789227,0,30
1,4,1692.4621897617865,877.2028721716762,1.8151424220741048,0,30
1,5,1699.4190718945697,1016.2844011950011,1.0297442586766554,0,30
1,6,1723.8367161238884,1156.5539762385933,0.19198621771937624,0,30
1,7,888.4745220017223,956.9253101587971,4.572762640225163,0,30
1,8,870.2634496898288,1093.2829999893315,4.694935687864764,0,30
1,9,976.087495397344,1271.8074130096875,5.846852994181009,0,30
1,10,1280.7362640550439,1293.4819293410587,1.7453292519943315,0,30
1,11,845.8846153846155,1290.423076923077,0,0,30
1,12,709.4093736542133,1330.7702250861448,3.560471674068463,0,30
1,13,1293.0477949597296,1418.220581218237,4.450589592585561,0,30
1,14,1456.2593705299278,1310.5082256159094,3.001966313430284,0,30
1,15,1586.3026111396387,1209.9314016680007,2.321287905152457,0,30
11,1,826.9849125489702,794.477911014055,3.7000980142280078,0,330
11,2,1262.866609940489,860.5321564770868,0.05235987755982989,0,330
11,3,1422.7689169783414,438.96300572121265,0.3316125578789227,0,330
11,4,1688.4674498093032,877.0296479343398,1.989675347273538,0,330
11,5,1695.448285573501,1022.0727171308903,1.064650843716542,0,330
11,6,1704.832853945042,1162.1000663616635,0.15707963267948966,0,330
11,7,866.221212143236,952.5423336976654,4.590215932745106,0,330
11,8,870.4627205501266,1097.9532282765222,4.590215932745106,0,330
11,9,977.3942015005051,1272.3985893209128,5.829399701661066,0,330
11,10,1208.740332886818,1296.9266377295453,3.211405823669555,0,330
11,11,842.0923090543398,1300.1970110029104,6.195918844579871,0,330
11,12,711.0580439753629,1328.6808726679205,3.6651914291881216,0,330
11,13,1308.5844290943483,1409.3825455983067,4.572762640225163,0,330
11,14,1450.6833174355634,1306.581326151637,3.001966313430284,0,330
11,15,1592.2488415651019,1212.3873354480152,2.2340214425527414,0,330
21,1,825.2871369708521,830.1820348107594,3.577924966588406,0,630
21,2,1263.581575699388,864.4994250239581,0.10471975511965977,0,630
21,3,1427.6119153730692,425.732551341976,0.3665191429188093,0,630
21,4,1691.66146337624,871.18546272148,1.8675022996339348,0,630
21,5,1695.8340763807175,1020.1226739106462,1.0471975511965987,0,630
21,6,1716.3918728012604,1176.4686586292435,0.03490658503988659,0,630
21,7,1229.1089952155967,1080.1438576360433,1.4660765716752384,0,630
21,8,873.1110783728752,1083.7271332206178,4.625122517784992,0,630
21,9,1221.6701267774201,1209.0172449485917,1.4835298641951817,0,630
21,10,663.1009169653119,1260.0512355159942,4.04916386462687,0,630
21,11,829.7219622740715,1262.15682333252,0.05235987755982989,0,630
21,12,664.5472714546961,1417.247558945814,3.176499238629715,0,630
21,13,1299.2266166283073,1418.2149743332552,4.380776422505789,0,630
21,14,1451.5750351319346,1308.0330793780806,2.9496064358704546,0,630
21,15,1592.6122330763728,1206.1449660893425,2.0594885173533104,0,630
31,1,902.9246999275904,802.4545970689088,3.1590459461097256,0,930
31,2,1227.322033898305,879.3898305084745,0.017453292519943295,0,930
31,3,1420.8542179481385,427.5114103361774,0.20943951023931953,0,930
31,4,1692.4991390331309,878.5500917097509,1.8151424220741048,0,930
31,5,1697.5058223806068,1012.7038502646071,1.2042771838760886,0,930
31,6,1710.0964651374197,1147.80825827651,6.2482787221397,0,930
31,7,1179.7922826924253,615.8558416905904,4.9043751981040815,0,930
31,8,876.7409674854842,1089.3062866805815,4.747295565424594,0,930
31,9,1387.663731833831,1159.3197510221507,1.4835298641951817,0,930
31,10,704.520733644406,1221.0405045145549,4.345869837465902,0,930
31,11,822.300271487991,1246.1407955458003,6.1610122595399845,0,930
31,12,702.6925134014141,1400.1532457491967,2.3387411976724,0,930
31,13,1289.2981377082506,1416.5075108907956,4.328416544945959,0,930
31,14,1458.4523557629552,1311.81483814574,2.9845130209102946,0,930
31,15,1599.0347946181719,1216.3554367652036,2.0420352248333673,0,930
41,1,1303.8027410729048,1283.602459918403,2.024581932313424,0,1230
41,2,1258.3189854201646,875.5107520364858,0.05235987755982989,0,1230
41,3,1421.5471849053715,407.11615335820073,0.17453292519943295,0,1230
41,4,1684.1016949152545,873.4576271186439,1.8675022996339348,0,1230
41,5,1698.9424080523845,1010.4668371500914,1.1868238913561453,0,1230
41,6,1705.0706596666173,1141.5283709080686,6.213372137099814,0,1230
41,7,968.2294657426737,739.3424360015756,3.8222710618676095,0,1230
41,8,874.4394344875632,1091.559550492482,4.764748857944537,0,1230
41,9,1399.4916692418224,1198.1361835001446,1.2915436464758052,0,1230
41,10,697.6610169491526,1232.779661016949,3.717551306747951,0,1230
41,11,812.6262359546183,1242.0805349393283,6.1610122595399845,0,1230
41,12,1031.7614829175,1371.6964465440672,1.500983156715125,0,1230
41,13,1292.123789570957,1423.6031658248342,4.171336912266471,0,1230
41,14,1465.581356774161,1312.7347626545518,2.862339973270693,0,1230
41,15,1585.5199464796412,1214.1474017740559,2.199114857512855,0,1230
51,1,1350.2269837489523,1323.4716346401995,2.0420352248333673,0,1530
51,2,1263.846277251772,873.9241580873439,0.10471975511965977,0,1530
51,3,1432.3909956185917,415.13102361212236,0.15707963267948966,0,1530
51,4,1686.6724274171308,874.5133267400557,1.7976891295541615,0,1530
51,5,1701.3124313576247,1004.8279343346176,1.221730476396032,0,1530
51,6,1695.518267855646,1132.6281660731295,6.091199089460212,0,1530
51,7,921.3820595471088,806.8060000199828,3.2637657012294303,0,1530
51,8,879.1957594621576,1091.913388939041,4.799655442984423,0,1530
51,9,1384.1062621396986,1151.7001715534163,1.2391837689159753,0,1530
51,10,714.9561334279875,1215.7995799873747,4.642575810304935,0,1530
